"FoG_taxon_uid","lower","upper"
"2704",300,2400
"2705",600,900
"2706",0,900
"2709",0,300
"271",300,600
"2710",0,900
"2711",0,1200
"2712",0,900
"2713",300,2400
"2714",0,1500
"2715",300,2400
"2716",0,300
"2717",0,600
"2718",0,300
"272",900,1200
"2720",0,1500
"2722",0,900
"2725",0,300
"2726",0,1500
"2729",0,600
"273",0,300
"2730",0,300
"2731",0,1500
"2733",0,600
"2734",300,600
"2736",0,1200
"2737",0,600
"2738",0,300
"274",300,600
"2740",0,1800
"2741",0,300
"2742",0,600
"2743",0,2100
"2746",0,300
"2747",0,600
"2748",0,1200
"2749",0,300
"275",0,900
"2750",0,2100
"2751",0,300
"2752",1200,1500
"2753",300,2100
"2754",900,2400
"2755",0,2700
"2756",1200,1500
"2757",900,2400
"2758",-9000,-8700
"2759",0,300
"276",300,600
"2761",0,2100
"2762",300,600
"2763",300,2100
"2765",0,2100
"2766",0,1500
"2769",-9000,-8700
"277",0,2100
"2770",0,600
"2771",0,1200
"2772",0,900
"2773",0,1200
"2774",-9000,-8700
"2775",0,900
"2776",0,2400
"2778",300,900
"2779",0,1800
"278",0,2400
"2780",0,2100
"2781",0,1200
"2782",0,1200
"2784",-9000,-8700
"2785",1500,2100
"2786",900,1200
"2789",0,1500
"279",0,2100
"2790",0,1800
"2792",0,1500
"2793",-9000,-8700
"2794",0,1800
"2795",0,1800
"2796",0,2100
"2797",0,900
"2798",1800,2100
"2799",600,2100
"28",-9000,-8700
"280",1500,1800
"2800",0,2400
"2802",2700,3000
"2803",-9000,-8700
"2804",900,2100
"2805",900,2100
"2807",300,2700
"2808",0,900
"2809",900,1500
"281",0,300
"2810",-9000,-8700
"2812",300,2400
"2814",1200,1500
"2815",1800,2100
"2816",900,2400
"2817",900,1500
"2818",-9000,-8700
"2819",600,900
"2822",0,1800
"2825",600,2400
"2826",0,2100
"2827",0,600
"2828",0,300
"2829",600,2100
"283",0,1500
"2830",0,1800
"2831",0,1500
"2832",0,1800
"2833",0,1500
"2834",0,300
"2835",0,600
"2836",0,900
"2837",0,2100
"2838",0,1500
"2839",0,300
"284",0,300
"2840",0,300
"2841",300,600
"2842",0,1800
"2843",0,900
"2844",0,900
"2845",0,1800
"2846",0,1200
"2847",-9000,-8700
"2848",0,1500
"2849",0,1800
"285",-9000,-8700
"2851",600,1500
"2852",0,2100
"2853",0,300
"2854",0,300
"2855",-9000,-8700
"2856",0,300
"2857",0,1500
"2858",0,2100
"2859",0,1500
"286",0,2400
"2860",0,2100
"2861",0,2100
"2862",-9000,-8700
"2863",0,300
"2864",0,300
"2865",0,300
"2866",0,1500
"2867",0,1200
"2868",0,2100
"2869",0,300
"287",300,600
"2870",-9000,-8700
"2871",0,300
"2872",300,1200
"2873",300,1200
"2874",0,600
"2875",0,1200
"2876",300,1800
"2877",300,600
"2879",900,1800
"288",0,1200
"2880",0,900
"2881",0,2100
"2882",300,1200
"2883",0,2100
"2884",0,1200
"2885",-9000,-8700
"2886",900,2100
"2887",600,900
"2888",1200,2100
"2889",600,900
"289",600,900
"2890",-9000,-8700
"2892",0,1200
"2893",0,300
"2895",300,600
"2896",-9000,-8700
"2897",0,600
"2898",0,900
"2899",0,1200
"290",0,1800
"2900",600,2100
"2901",0,300
"2902",-9000,-8700
"2905",0,2100
"2906",0,900
"2907",0,1500
"2908",0,300
"2909",0,300
"291",-9000,-8700
"2910",0,1200
"2911",0,300
"2912",-9000,-8700
"2913",0,300
"2914",0,300
"2916",0,900
"2917",0,1200
"2918",0,600
"2919",0,1800
"292",0,300
"2920",0,1500
"2921",0,1200
"2922",0,1200
"2923",0,1200
"2924",0,300
"2925",0,300
"2926",0,2100
"2927",0,1800
"2928",600,1200
"2929",600,2400
"293",600,900
"2930",0,1500
"2931",600,1500
"2932",900,1200
"2933",300,2100
"2934",900,1200
"2935",0,1500
"2936",600,1200
"2938",0,1200
"2939",300,2400
"2940",0,1200
"2941",0,1500
"2942",0,300
"2943",0,600
"2945",300,600
"2946",0,1200
"2947",0,1500
"2948",0,300
"2949",0,900
"295",1500,2100
"2950",0,300
"2951",0,1200
"2952",300,1800
"2953",0,1500
"2954",600,900
"2956",1200,1500
"2957",0,1500
"2958",0,1200
"2959",0,900
"296",-9000,-8700
"2961",0,1200
"2962",0,1200
"2963",900,1500
"2964",900,1200
"2965",1800,2400
"2966",0,2100
"2967",0,1500
"2968",0,1500
"2969",0,1200
"2970",900,1500
"2971",0,300
"2972",300,1200
"2973",0,300
"2974",0,1500
"2975",300,2100
"2976",600,2400
"2978",300,600
"298",600,2100
"2980",0,1500
"2982",900,2700
"2984",0,1800
"2986",0,300
"2987",0,1200
"2988",300,900
"2989",0,300
"299",-9000,-8700
"2990",0,1200
"2991",0,300
"2992",0,900
"2993",0,300
"2994",0,1500
"2995",0,2400
"2996",0,2100
"2997",900,2100
"2998",900,2400
"2999",-9000,-8700
"3",300,2100
"30",300,2400
"300",1200,2400
"3000",1800,2100
"3002",0,1800
"3003",-9000,-8700
"3005",0,1800
"3006",900,1200
"3007",0,1500
"3008",0,600
"3009",600,1500
"301",0,600
"3010",300,2100
"3011",0,1500
"3013",0,2100
"3015",300,1800
"3016",0,2100
"3017",0,1500
"3018",300,600
"3019",900,1200
"302",-9000,-8700
"3020",0,1800
"3022",900,1200
"3023",0,1800
"3025",-9000,-8700
"3026",0,2100
"3027",300,900
"3028",0,600
"3029",0,2100
"303",0,2100
"3031",0,1200
"3032",0,600
"3033",0,300
"3034",0,2100
"3035",0,1200
"3036",0,2100
"3037",0,1500
"3038",300,2100
"3039",0,600
"304",0,900
"3041",0,900
"3042",0,2100
"3043",0,2100
"3044",0,300
"3045",-9000,-8700
"3046",0,1500
"3047",300,600
"3048",0,900
"3049",0,300
"305",0,900
"3050",0,900
"3051",300,900
"3056",0,300
"3057",0,2400
"3058",900,2400
"3059",0,600
"3060",900,1500
"3061",600,900
"3062",0,300
"3063",0,2100
"3064",0,1800
"3065",900,2400
"3066",600,1800
"3067",600,1800
"3068",300,1800
"3069",0,300
"307",300,600
"3070",0,300
"3071",300,900
"3072",600,900
"3074",300,900
"3075",0,2100
"3077",600,2100
"3078",300,2400
"3079",-9000,-8700
"3080",1200,2100
"3081",-9000,-8700
"3083",1500,2100
"3084",1500,2700
"3087",-9000,-8700
"3088",900,1200
"309",900,2400
"3090",0,2400
"3091",1800,2100
"3093",600,900
"3094",0,1500
"3095",600,2100
"3096",1200,2400
"3097",600,2700
"31",600,1200
"3100",600,1800
"3101",0,1800
"3103",0,1500
"3104",0,2100
"3105",0,1500
"3106",300,600
"3109",0,2100
"311",0,1500
"3110",0,2400
"3111",300,2700
"3113",0,1500
"3115",300,900
"3116",0,1800
"3117",0,2400
"3118",0,2100
"3119",600,2100
"312",0,2100
"3120",0,1800
"3121",0,2400
"3122",0,2100
"3123",600,2700
"3124",600,2400
"3125",600,900
"3126",0,300
"3127",0,2100
"3128",0,1800
"3129",900,2400
"313",0,2100
"3130",900,2100
"3132",1800,2400
"3134",1200,1500
"3135",1500,2100
"3136",0,2100
"3137",0,600
"3138",0,600
"3139",300,1800
"3140",0,900
"3141",300,1800
"3142",0,300
"3143",0,300
"3144",0,900
"3145",0,900
"3146",0,1200
"3147",0,1500
"3148",0,2100
"3149",0,300
"315",2100,2400
"3150",0,900
"3151",0,900
"3152",0,2700
"3153",900,2400
"3154",0,1500
"3155",600,2100
"3156",1200,1500
"3157",0,1200
"3159",0,300
"316",900,2400
"3160",0,300
"3161",2100,2400
"3162",2100,2400
"3163",2100,2700
"3164",-9000,-8700
"3165",2100,2400
"3166",1800,2700
"3167",600,2400
"3168",0,2400
"3170",0,600
"3171",300,600
"3172",0,900
"3173",0,1200
"3174",-9000,-8700
"3175",0,1200
"3176",600,900
"3178",0,900
"3179",-9000,-8700
"3180",0,2400
"3181",900,2400
"3183",-9000,-8700
"3184",600,1500
"3185",600,900
"3186",1200,1800
"3187",0,300
"3188",1200,2400
"3189",0,1200
"3190",0,900
"3191",0,2400
"3193",0,900
"3195",1200,2400
"3196",0,300
"3197",900,1500
"3198",0,300
"3199",-9000,-8700
"32",1500,2100
"320",-9000,-8700
"3200",1200,2100
"3202",0,300
"3203",0,1500
"3205",0,300
"3206",0,2100
"3207",0,1200
"3208",0,1500
"3209",0,1200
"321",1500,1800
"3210",0,300
"3213",0,600
"3214",0,300
"3215",300,2100
"3216",300,900
"3219",0,2100
"3220",0,2700
"3221",0,2100
"3222",600,1500
"3223",300,1800
"3225",1500,1800
"3226",0,2700
"3227",0,1500
"3228",-9000,-8700
"3229",0,300
"3230",0,300
"3232",0,300
"3234",600,1500
"3236",0,300
"3237",0,300
"3238",0,1500
"3239",0,1200
"324",300,1200
"3240",0,1500
"3241",600,2400
"3242",1500,2100
"3243",0,300
"3244",0,1500
"3245",0,600
"3246",900,2400
"3247",0,1500
"3248",0,300
"3249",0,1800
"3250",-9000,-8700
"3251",1800,2400
"3252",600,1800
"3253",600,2700
"3254",0,300
"3255",0,600
"3256",0,1200
"3257",0,2100
"3258",0,900
"3259",0,300
"3260",0,900
"3261",0,600
"3262",1200,2100
"3263",0,2400
"3264",0,2100
"3265",300,2100
"3266",0,1800
"3267",0,300
"327",0,300
"3270",0,300
"3271",-9000,-8700
"3272",0,900
"3273",0,300
"3274",900,1200
"3275",0,900
"3276",1800,2100
"3278",0,1800
"3279",600,2700
"328",0,1500
"3280",0,1200
"3281",1500,2100
"3283",0,2100
"3285",0,300
"3287",0,2100
"3288",300,1200
"329",0,1500
"3290",900,2400
"3291",600,2400
"3292",1200,2400
"3293",300,1200
"3294",-9000,-8700
"3295",0,300
"3296",0,2100
"3297",0,600
"33",1800,2400
"330",0,900
"3300",0,1500
"3301",600,1800
"3302",600,2100
"3303",300,1500
"3304",0,300
"3305",0,300
"3306",0,300
"3308",0,600
"3313",300,2700
"332",-9000,-8700
"3320",900,2400
"3323",300,1800
"3324",300,600
"3327",300,1500
"333",0,300
"3330",0,1500
"3331",300,600
"3337",-9000,-8700
"3338",0,1200
"3339",900,2100
"3340",600,1500
"3342",600,900
"3349",2100,2400
"335",2100,2400
"3350",1200,2100
"3351",900,1200
"3352",2100,2700
"3353",1800,2400
"3355",1500,1800
"3357",1500,2400
"3358",1500,2400
"336",600,900
"3361",900,2100
"3362",900,2100
"3363",600,1500
"3364",0,1800
"3366",900,1800
"3367",300,1200
"3368",900,2400
"337",300,600
"3370",600,2400
"3371",900,1500
"3372",1200,1500
"3373",600,2400
"3378",300,600
"3379",300,2400
"3383",300,1800
"3389",-9000,-8700
"339",0,1800
"3390",1200,2400
"3391",1800,2700
"3393",600,900
"3395",300,1800
"3396",0,1800
"3399",600,900
"34",2100,2400
"340",0,1500
"3400",0,2400
"3401",900,2100
"3402",900,2100
"3404",300,2700
"3405",900,2400
"3406",900,2400
"341",0,2400
"3414",1500,2400
"3418",600,1500
"3419",0,2700
"342",300,2100
"3423",300,2100
"3425",900,1200
"3428",900,1500
"3434",0,1500
"3435",600,2400
"3438",900,2400
"3439",600,2100
"344",0,300
"3441",1500,2400
"3442",1800,2100
"3443",900,1200
"3445",900,1200
"3447",1200,2400
"3448",2400,3000
"3452",1200,2100
"3453",1200,2700
"3457",300,2400
"346",0,1500
"3460",600,1500
"3464",900,2400
"3465",900,2700
"3466",1800,2400
"3470",600,1200
"3471",600,2400
"3472",1500,1800
"348",600,900
"3480",1500,2100
"3483",300,1500
"3486",600,900
"3487",300,600
"3489",1800,2100
"349",0,300
"3491",900,2400
"3492",900,1200
"3495",0,900
"3496",0,1800
"3497",0,1200
"3498",0,1500
"3499",0,1200
"35",300,2400
"350",0,900
"3500",0,2400
"3501",-9000,-8700
"3502",0,1500
"3503",0,2100
"3504",-9000,-8700
"3505",0,300
"3506",0,900
"3507",0,900
"3508",300,900
"3509",0,1200
"351",300,1200
"3510",0,300
"3511",0,300
"3512",0,1800
"3513",1200,1800
"3514",0,2100
"3515",600,1800
"3516",0,2400
"3517",0,600
"3518",0,300
"3519",0,1800
"352",300,1800
"3520",0,600
"3521",0,2100
"3522",0,1500
"3523",0,300
"3524",0,900
"3525",0,300
"3526",0,300
"3527",1200,1500
"3528",0,2100
"353",300,2400
"3530",1200,1800
"3531",0,1200
"3532",0,300
"3533",300,2100
"3535",0,300
"3537",0,300
"3538",0,1500
"3539",-9000,-8700
"354",0,1500
"3540",0,900
"3542",0,300
"3544",0,300
"3545",0,900
"3546",0,1500
"3547",0,900
"3548",0,300
"3549",0,300
"355",300,600
"3550",0,300
"3552",0,300
"3553",0,300
"3554",0,300
"3555",0,300
"3556",0,300
"3557",0,300
"3558",0,300
"3559",600,2100
"356",0,300
"3560",300,1200
"3561",0,600
"3562",0,1800
"3563",600,900
"3564",0,2400
"3566",0,1800
"3567",0,300
"3569",0,300
"3570",0,1800
"3571",0,1800
"3572",0,1200
"3574",-9000,-8700
"3578",0,1800
"3581",600,1500
"3582",1500,1800
"3583",1200,2400
"3584",1200,2100
"3585",1200,1800
"3586",0,600
"3587",0,1500
"3588",0,2400
"3589",0,1200
"3590",0,2400
"3591",0,1200
"3592",0,300
"3593",0,1800
"3594",0,2700
"3595",300,1800
"3596",0,2100
"3597",300,900
"3598",0,1500
"3599",0,1200
"36",1800,2700
"360",0,300
"3600",900,1800
"3601",0,900
"3603",-9000,-8700
"3604",0,2100
"3605",0,1200
"3606",0,2100
"3607",0,1200
"3608",900,1500
"3609",0,1500
"361",1200,1500
"3610",1800,2400
"3611",300,2100
"3612",900,1500
"3613",900,1200
"3614",0,300
"3615",0,1200
"3616",-9000,-8700
"3618",1200,2100
"3619",300,2700
"362",0,1800
"3621",-9000,-8700
"3622",0,1500
"3623",-9000,-8700
"3624",0,300
"3625",300,1500
"3626",0,300
"3628",0,1800
"3629",0,300
"363",900,2700
"3630",0,300
"3632",300,1800
"3633",0,1800
"3634",0,1500
"3635",0,600
"3636",0,300
"3637",0,1800
"3638",0,2100
"3639",0,600
"364",0,900
"3640",300,1500
"3641",300,600
"3642",-9000,-8700
"3643",0,1800
"3644",0,1200
"3645",0,1500
"3646",0,1200
"3647",300,1500
"3648",0,600
"3649",0,300
"365",0,2100
"3650",0,300
"3651",0,600
"3652",0,600
"3653",-9000,-8700
"3654",0,300
"3655",0,2100
"3656",0,2400
"3657",1200,2100
"3658",-9000,-8700
"3659",600,900
"366",0,1500
"3660",0,900
"3661",0,2100
"3662",0,1800
"3663",300,1200
"3664",0,1500
"3665",0,300
"3666",0,900
"3667",0,1500
"3668",1500,1800
"3669",300,2100
"3671",-9000,-8700
"3672",0,600
"3673",0,1500
"3674",300,900
"3675",-9000,-8700
"3676",0,300
"3678",0,600
"3679",-9000,-8700
"3682",2100,2400
"3683",300,900
"3684",600,900
"3685",0,300
"3686",0,600
"3687",-9000,-8700
"3688",0,300
"3689",0,300
"3690",0,300
"3692",1800,2400
"3693",300,1200
"3694",600,2100
"3695",0,1800
"3696",1800,2700
"3697",0,900
"3699",0,300
"37",0,2400
"370",0,900
"3700",0,900
"3701",0,2100
"3702",1200,1500
"3703",0,300
"3704",0,300
"3705",1200,2400
"3706",1200,1500
"3707",-9000,-8700
"3708",0,2400
"3709",0,600
"371",0,600
"3710",0,1200
"3711",0,900
"3713",0,1500
"3717",0,300
"3718",-9000,-8700
"3719",0,900
"372",0,300
"3722",0,900
"3723",0,1200
"3724",0,1200
"3726",0,300
"3727",0,300
"3728",0,2400
"3729",0,300
"373",-9000,-8700
"3730",300,600
"3731",0,900
"3732",0,300
"3733",0,300
"3734",300,600
"3735",0,2100
"3736",600,2100
"3737",2100,2700
"3738",0,2400
"3739",0,2100
"374",0,900
"3740",900,2400
"3741",600,2400
"3742",300,1800
"3743",0,1500
"3744",600,2700
"3745",0,300
"3746",0,2100
"3747",0,2100
"3748",900,1200
"3749",0,1200
"375",0,2100
"3750",300,1200
"3751",0,1200
"3752",0,2400
"3753",0,1500
"3754",0,300
"3755",2100,2400
"3758",1200,2400
"3759",0,600
"376",0,300
"3760",300,600
"3761",0,1200
"3762",0,600
"3763",0,1200
"3764",0,300
"3765",-9000,-8700
"3766",0,900
"3767",0,900
"3768",0,300
"3769",600,900
"377",300,1500
"3771",0,2100
"3772",0,1500
"3774",300,1800
"3776",300,1500
"3777",0,2400
"3778",0,1800
"3779",0,1200
"378",0,2100
"3780",0,600
"3781",900,1800
"3782",0,1200
"3783",900,2400
"3784",1200,2400
"3785",0,1500
"3787",0,2100
"3788",0,2100
"3789",0,1500
"3790",300,1800
"3791",0,300
"3792",900,1200
"3793",0,300
"3794",0,300
"3795",300,2100
"3796",1500,1800
"3797",1500,2100
"3798",300,1500
"3799",900,2700
"38",0,2100
"380",0,1500
"3800",0,2100
"3802",900,1200
"3806",0,1500
"3807",0,2400
"3808",0,1800
"3809",300,1200
"381",900,1200
"3810",0,1500
"3811",0,1500
"3812",0,1500
"3813",-9000,-8700
"3814",0,300
"3816",0,600
"3817",0,2100
"3818",0,900
"3819",0,2100
"382",300,2100
"3820",0,1800
"3821",0,2400
"3822",300,2100
"3823",0,2100
"3824",900,2700
"3825",0,2100
"3827",300,900
"3828",0,2100
"3829",0,900
"383",300,1500
"3830",0,1200
"3831",300,600
"3832",0,1500
"3834",0,600
"3837",0,2100
"3838",0,1800
"3839",0,1200
"384",1800,2700
"3840",-9000,-8700
"3842",600,2100
"3843",900,2400
"3844",600,900
"3845",0,1800
"3846",0,1500
"3847",0,1500
"3848",600,900
"3849",0,1500
"385",2700,3000
"3850",0,900
"3851",0,2100
"3852",0,300
"3853",-9000,-8700
"3854",0,300
"3855",0,2100
"3856",0,600
"3857",0,2100
"3858",0,300
"3859",600,2400
"386",1800,2400
"3860",0,300
"3861",0,1200
"3862",0,1200
"3863",0,1500
"3865",0,2100
"3866",0,600
"3867",0,1500
"3868",0,2100
"3869",0,300
"387",1500,1800
"3871",600,900
"3872",600,900
"3873",0,2100
"3874",0,900
"3875",0,1800
"3876",0,2100
"3877",0,1800
"3878",0,300
"388",0,2100
"3880",0,1800
"3881",0,900
"3885",0,900
"3886",0,600
"3887",0,1500
"3888",0,300
"3889",0,1200
"389",0,2100
"3890",0,1800
"3891",0,1200
"3893",0,2400
"3895",0,300
"3896",0,600
"3897",0,300
"3898",0,300
"3899",0,600
"39",0,2100
"390",0,2100
"3900",0,1200
"3901",0,1500
"3902",0,300
"3903",0,300
"3904",0,600
"3906",0,2400
"3907",0,2100
"3908",0,2400
"391",0,2400
"3910",0,2400
"3911",300,1200
"3913",0,1500
"3914",0,2100
"3916",0,1800
"3917",0,300
"3918",0,300
"392",0,300
"3920",0,900
"3921",900,1200
"3922",0,2400
"3923",900,2400
"3924",0,900
"3925",0,300
"3926",0,1200
"3927",0,300
"3928",300,600
"3930",0,600
"3931",0,300
"3932",0,2100
"3933",600,900
"3936",300,1800
"3937",0,300
"3938",0,300
"394",300,2400
"3940",0,300
"3941",1500,1800
"3942",2100,2700
"3943",2400,2700
"3944",1800,2100
"3945",0,1200
"3946",900,2100
"3947",0,1200
"3948",0,2100
"3949",-9000,-8700
"395",0,2100
"3950",300,2100
"3951",1200,1800
"3952",0,300
"3953",0,2100
"3954",0,300
"3955",0,300
"3957",0,300
"3959",-9000,-8700
"396",300,1800
"3962",-9000,-8700
"3966",-9000,-8700
"3967",0,300
"3968",0,300
"3969",0,300
"397",600,900
"3971",0,300
"3972",-9000,-8700
"3974",-9000,-8700
"3975",0,300
"3977",-9000,-8700
"3979",-9000,-8700
"398",1800,2700
"3980",-9000,-8700
"3981",0,300
"3982",-9000,-8700
"3983",-9000,-8700
"3986",0,300
"3988",0,300
"3989",0,300
"399",0,1500
"3993",-9000,-8700
"3995",-9000,-8700
"3997",-9000,-8700
"4",0,1200
"40",0,600
"400",1500,2100
"4005",-9000,-8700
"4008",-9000,-8700
"4009",0,300
"401",0,1200
"4011",0,300
"4017",0,300
"4018",0,300
"402",0,300
"4020",-9000,-8700
"4023",0,300
"4024",-9000,-8700
"4025",-9000,-8700
"4028",-9000,-8700
"4029",0,300
"4031",-9000,-8700
"4034",-9000,-8700
"4038",0,300
"404",0,900
"4042",-9000,-8700
"4043",0,2100
"4045",900,2100
"4046",0,1200
"4047",0,1500
"4048",0,1800
"4049",300,600
"405",0,900
"4050",-9000,-8700
"4051",0,300
"4052",0,2100
"4053",0,2700
"4054",0,1800
"4055",0,300
"4056",0,300
"4057",600,900
"4058",0,300
"4059",600,900
"406",0,900
"4060",0,1500
"4061",0,2100
"4062",0,2100
"4064",600,900
"4066",1500,2100
"4067",1800,2100
"4068",2100,2700
"407",0,300
"4070",0,1500
"4071",0,300
"4072",0,2400
"4073",-9000,-8700
"4074",300,1800
"4075",600,2400
"4078",300,600
"4079",0,1200
"408",0,600
"4080",300,1800
"4081",300,600
"4082",300,2100
"4083",600,1800
"4084",300,600
"4085",0,300
"4086",0,1800
"4088",1500,2400
"4089",0,900
"409",0,600
"4090",0,900
"4091",1500,2100
"4092",1500,2100
"4093",0,1500
"4094",0,1500
"4095",0,2400
"4096",0,600
"4097",0,1200
"4098",1200,1500
"4099",0,300
"41",0,1800
"410",0,900
"4100",0,600
"4101",0,600
"4102",0,1500
"4103",0,900
"4104",0,900
"4107",0,300
"4109",0,2400
"4110",0,1200
"4111",0,1500
"4112",0,1500
"4113",0,300
"4114",0,900
"4115",0,1800
"4116",0,1500
"4117",0,2100
"4118",0,1200
"4119",300,1800
"412",0,300
"4120",300,2100
"4121",0,300
"4122",0,900
"4123",300,600
"4124",300,900
"4125",0,300
"4126",0,900
"4127",300,600
"4129",300,600
"413",0,300
"4130",300,1200
"4131",-9000,-8700
"4132",900,2400
"4133",300,1500
"4134",1800,2400
"4135",1200,1500
"4136",1800,2100
"4137",0,900
"4139",1200,2400
"4141",0,1800
"4142",0,1800
"4143",0,900
"4144",0,900
"4146",600,2100
"4147",0,2100
"4148",300,1200
"4149",0,1500
"415",0,900
"4150",600,900
"4151",0,2100
"4152",0,900
"4153",0,2700
"4154",0,300
"4155",0,600
"4156",0,600
"4157",0,1200
"4158",0,300
"4159",0,900
"416",0,900
"4160",-9000,-8700
"4161",0,1200
"4162",0,300
"4163",0,300
"4164",0,1500
"4165",0,600
"4166",0,600
"4167",0,300
"4168",0,1500
"4169",-9000,-8700
"417",0,300
"4170",0,300
"4172",0,900
"4173",0,1500
"4174",0,300
"4175",0,1200
"4176",0,600
"4177",0,600
"4178",0,600
"4179",0,300
"418",0,300
"4180",0,900
"4182",0,2100
"4184",0,1500
"4185",1500,1800
"4186",300,1800
"4187",300,1800
"4188",600,2100
"4189",1200,2100
"4190",0,2400
"4193",1200,1800
"4194",900,2700
"4196",1800,2400
"4197",900,2400
"4198",600,2100
"42",-9000,-8700
"420",0,1200
"4200",0,300
"4201",0,300
"4202",0,300
"4203",0,300
"4204",0,1200
"4205",0,300
"4206",0,300
"4207",0,1800
"4208",0,300
"4209",0,1200
"421",0,300
"4210",0,2100
"4211",600,2400
"4212",0,1500
"4213",0,300
"4214",0,900
"4216",0,300
"4217",0,1800
"4218",0,600
"4219",0,300
"422",0,900
"4220",0,300
"4222",1500,1800
"4223",-9000,-8700
"4224",0,300
"4225",0,1200
"4226",0,300
"4227",0,1800
"4228",0,300
"4229",0,1500
"423",0,300
"4230",0,1200
"4231",0,300
"4232",0,600
"4233",0,1800
"4234",0,2400
"4235",0,300
"4236",0,2100
"4237",0,300
"4238",300,600
"4239",0,1800
"4240",0,300
"4241",0,300
"4242",300,2700
"4243",600,2100
"4244",600,2400
"4245",-9000,-8700
"4248",0,1200
"4249",0,1500
"4250",0,300
"4251",0,600
"4252",-9000,-8700
"4253",0,300
"4254",0,900
"4255",900,2700
"4256",0,900
"4257",0,2400
"4259",0,900
"4260",0,1200
"4261",0,300
"4262",0,1500
"4264",0,1200
"4265",0,1500
"4266",600,1200
"4267",600,1200
"4268",0,900
"427",0,300
"4270",0,300
"4271",0,1500
"4272",0,300
"4273",0,1800
"4274",600,1200
"4275",600,2400
"4276",1200,2400
"4277",900,2100
"4278",0,1200
"4279",-9000,-8700
"4280",0,300
"4282",0,1200
"4283",1200,1500
"4284",0,600
"4285",0,300
"4286",0,2100
"4287",0,1500
"4289",0,300
"429",300,1800
"4290",0,300
"4291",0,300
"4292",0,300
"4293",0,1200
"4294",0,900
"4295",300,600
"4296",0,300
"43",900,1200
"430",900,1200
"4300",0,600
"4301",0,1800
"4302",0,1500
"4303",0,1800
"4304",0,300
"4305",300,600
"4307",0,300
"4308",0,600
"4309",0,2100
"431",900,1200
"4310",0,600
"4311",0,1800
"4312",0,1800
"4313",0,900
"4314",-9000,-8700
"4315",0,2400
"4316",600,1200
"4317",300,2100
"4318",0,2400
"4319",0,600
"432",1200,2100
"4320",300,2100
"4321",0,2400
"4322",0,600
"4323",0,1200
"4324",0,2100
"4325",0,2100
"4326",0,600
"4327",0,900
"4328",0,900
"4329",0,1800
"433",900,1500
"4331",300,600
"4333",300,1800
"4334",600,900
"4335",900,2100
"4336",0,300
"4338",0,2100
"4339",0,1800
"434",600,1200
"4340",0,300
"4341",0,300
"4342",600,900
"4343",300,600
"4344",1200,1500
"4345",1500,1800
"4346",1200,2100
"4347",-9000,-8700
"4348",0,900
"4349",600,900
"435",0,300
"4350",0,2100
"4351",0,1500
"4352",0,300
"4353",0,1800
"4355",300,600
"4356",0,600
"4358",0,2100
"4359",0,1500
"4361",0,1200
"4362",0,1500
"4363",0,1800
"4364",0,300
"4365",0,300
"4366",0,600
"4368",0,1200
"4369",0,1500
"437",0,300
"4370",0,1500
"4371",0,1500
"4372",0,600
"4373",0,2400
"4374",-9000,-8700
"4375",300,1800
"4376",0,1200
"4377",0,2100
"4378",0,2100
"4379",-9000,-8700
"438",0,300
"4380",0,600
"4381",900,1200
"4382",0,1200
"4383",0,2100
"4384",0,1800
"4385",0,300
"4386",0,300
"4387",0,900
"4388",0,1500
"439",0,900
"4390",-9000,-8700
"4391",0,2400
"4392",0,300
"4393",0,1200
"4394",1200,1500
"4395",0,2100
"4396",0,600
"4397",0,1500
"4398",600,900
"440",0,300
"4400",0,900
"4401",0,1500
"4402",0,2400
"4403",0,2100
"4404",0,1800
"4405",600,900
"4406",0,1200
"4409",0,1500
"441",0,300
"4417",1500,2100
"4418",900,1200
"4419",1800,2400
"442",0,300
"4420",0,2400
"4421",600,1800
"4422",0,1500
"4423",300,600
"4424",0,300
"4425",300,2100
"4426",0,300
"4428",1500,1800
"4429",0,300
"443",0,300
"4430",0,2400
"4431",0,300
"4432",0,2100
"4433",0,2100
"4434",1500,2400
"4435",0,300
"4436",0,1200
"4437",0,1500
"4439",0,900
"444",0,300
"4440",0,1200
"4441",600,1200
"4442",0,1200
"4443",1800,2100
"4447",-9000,-8700
"4448",0,1200
"4449",0,600
"445",-9000,-8700
"4451",1200,2400
"4453",-9000,-8700
"4454",0,2100
"4455",0,2100
"4456",1200,2100
"4457",0,1200
"4459",0,600
"446",0,300
"4460",0,900
"4461",600,2100
"4462",0,600
"4463",0,2100
"4464",0,1200
"4465",0,1500
"4466",0,2100
"4467",0,300
"4468",300,600
"4469",0,600
"447",0,300
"4470",0,300
"4472",0,300
"4474",600,2100
"4478",0,300
"4479",0,300
"448",0,300
"4480",0,1500
"4481",-9000,-8700
"4482",600,2400
"4483",0,600
"4484",0,900
"4485",0,2100
"4486",0,2400
"4487",0,1200
"4488",0,2100
"449",0,900
"4490",1500,2100
"4491",900,1200
"4492",0,900
"4493",0,2100
"4494",0,300
"4495",0,600
"4496",0,1500
"4497",0,2100
"4498",0,600
"45",300,2700
"450",0,900
"4500",0,300
"4501",1200,2100
"4502",1800,2100
"4504",900,2400
"4505",0,2100
"4506",0,300
"4507",0,900
"4508",0,300
"4509",0,2100
"451",0,900
"4512",0,300
"4515",600,2100
"4516",0,1500
"4517",600,900
